Order_ID,customer_id,product_id,Order_Date,City,Region,Quantity,Price,Total_Sales,Payment_Method
1035,C32,P16,2023-02-05,Mumbai,West,1,7371,7371,unknown
1036,C33,P1,2023-02-06,Hyderabad,West,4,38141,152564,Credit Card
1037,C34,P11,2023-02-07,unknown,East,2,73152,146304,Cash
1038,C35,P5,2023-02-08,unknown,unknown,1,35574,35574,UPI
1040,C13,P16,2023-02-10,Mumbai,West,2,7588,15176,Debit Card
1041,C37,P4,2023-02-11,Mumbai,North,3,31124,93372,Debit Card
1042,C38,P5,2023-02-12,Mumbai,East,2,12140,24280,Cash
1043,C39,P9,2023-02-13,Hyderabad,West,1,77685,77685,Debit Card
1044,C16,P27,2023-02-14,Chennai,unknown,4,77977,311908,Credit Card
1045,C41,P2,2023-02-15,Hyderabad,South,4,51578,206312,UPI
1046,C16,P9,2023-02-16,Chennai,West,1,15160,15160,Credit Card
1047,C43,P2,2023-02-17,unknown,North,3,8431,25293,UPI
1048,C44,P1,2023-02-18,Mumbai,West,2,23359,46718,Credit Card
1049,C45,P4,2023-02-19,Hyderabad,North,2,45683,91366,Debit Card
1050,C11,P20,2023-02-20,Delhi,North,4,53257,213028,Debit Card
1051,C11,P9,2023-02-21,Mumbai,unknown,2,13303,26606,Cash
1052,C48,P16,2023-02-22,Hyderabad,South,2,17337,34674,Cash
1053,C49,P20,2023-02-23,Delhi,South,4,72032,288128,unknown
1054,C50,P16,2023-02-24,Chennai,North,3,60606,181818,Debit Card
1055,C1,P5,2023-02-25,unknown,North,2,73495,146990,UPI
1056,C11,P20,2023-02-26,Pune,South,2,54791,109582,Cash
1057,C53,P20,2023-02-27,Mumbai,West,1,22516,22516,unknown
1058,C11,P5,2023-02-28,Bangalore,West,1,59358,59358,Credit Card
1059,C55,P5,2023-03-01,unknown,North,4,47850,191400,Credit Card
1060,C48,P1,2023-03-02,Chennai,North,3,74435,223305,Cash
1061,C11,P1,2023-03-03,unknown,South,2,67696,135392,unknown
1062,C41,P20,2023-03-04,Delhi,North,3,39954,119862,Credit Card
1063,C59,P5,2023-03-05,Chennai,unknown,3,9233,27699,UPI
1065,C60,P6,2023-03-07,Pune,North,4,56621,226484,Credit Card
1066,C61,P1,2023-03-08,Pune,West,3,4032,12096,UPI
1067,C62,P5,2023-03-09,Chennai,South,1,49796,49796,Credit Card
1068,C63,P20,2023-03-10,Pune,East,4,45214,180856,Cash
1069,C64,P1,2023-03-11,Delhi,East,1,32980,32980,Cash
1070,C65,P11,2023-03-12,Mumbai,unknown,2,63438,126876,unknown
1071,C3,P6,2023-03-13,Hyderabad,East,2,53861,107722,Credit Card
1073,C11,P4,2023-03-15,unknown,North,3,38339,115017,Credit Card
1074,C68,P16,2023-03-16,Delhi,North,3,6562,19686,unknown
1075,C11,P1,2023-03-17,Mumbai,North,2,17173,34346,Credit Card
1076,C41,P16,2023-03-18,Bangalore,North,1,76256,76256,UPI
1077,C71,P4,2023-03-19,Chennai,North,2,63276,126552,UPI
1078,C32,P6,2023-03-20,Hyderabad,East,4,31061,124244,Cash
1079,C73,P16,2023-03-21,Chennai,North,1,71595,71595,unknown
1080,C44,P4,2023-03-22,Delhi,South,3,23765,71295,Credit Card
1081,C11,P2,2023-03-23,Delhi,unknown,4,55821,223284,Debit Card
1082,C21,P20,2023-03-24,Delhi,North,3,30892,92676,Debit Card
1083,C77,P4,2023-03-25,Hyderabad,South,1,56272,56272,unknown
1084,C21,P27,2023-03-26,unknown,North,3,24343,73029,Debit Card
1085,C11,P6,2023-03-27,unknown,unknown,3,34871,104613,UPI
1086,C80,P6,2023-03-28,Bangalore,East,1,12054,12054,unknown
1087,C81,P11,2023-03-29,Bangalore,North,3,9580,28740,Credit Card
1088,C82,P16,2023-03-30,Delhi,West,3,78129,234387,UPI
1089,C38,P6,2023-03-31,Mumbai,East,3,34539,103617,unknown
1090,C53,P11,2023-04-01,Pune,South,2,64107,128214,Credit Card
1091,C29,P1,2023-04-02,Delhi,South,3,29747,89241,unknown
1092,C18,P6,2023-04-03,Pune,East,4,17284,69136,UPI
1093,C87,P20,2023-04-04,Mumbai,North,3,71088,213264,UPI
1094,C88,P11,2023-04-05,unknown,East,4,54916,219664,UPI
1095,C89,P16,2023-04-06,Hyderabad,unknown,4,44265,177060,Debit Card
1096,C90,P27,2023-04-07,Chennai,South,2,72168,144336,UPI
1097,C91,P5,2023-04-08,Hyderabad,West,1,47740,47740,UPI
1098,C80,P16,2023-04-09,Hyderabad,South,1,56028,56028,Cash
1099,C11,P20,2023-04-10,Chennai,West,3,15698,47094,UPI
1100,C35,P4,2023-04-11,unknown,East,1,38823,38823,Debit Card
1101,C41,P1,2023-04-12,Pune,East,1,37754,37754,Debit Card
1102,C65,P11,2023-04-13,Mumbai,West,3,29549,88647,Cash
1103,C97,P9,2023-04-14,Delhi,unknown,2,49369,98738,Credit Card
1104,C98,P11,2023-04-15,unknown,unknown,3,20268,60804,Cash
1105,C71,P27,2023-04-16,Pune,South,1,49098,49098,Debit Card
1106,C89,P5,2023-04-17,Delhi,North,3,2606,7818,UPI
1107,C101,P9,2023-04-18,Delhi,North,3,7904,23712,Cash
1108,C102,P9,2023-04-19,Mumbai,East,2,57047,114094,UPI
1111,C11,P9,2023-04-22,Delhi,East,4,46923,187692,Debit Card
1112,C104,P2,2023-04-23,Delhi,unknown,3,6230,18690,Cash
1113,C105,P1,2023-04-24,Hyderabad,unknown,3,45661,136983,unknown
1114,C106,P9,2023-04-25,Delhi,East,4,1973,7892,UPI
1116,C33,P27,2023-04-27,Mumbai,East,3,52614,157842,Cash
1117,C3,P27,2023-04-28,unknown,unknown,1,26763,26763,Cash
1118,C28,P27,2023-04-29,Mumbai,North,3,31575,94725,Debit Card
1119,C110,P16,2023-04-30,Mumbai,North,4,21489,85956,Credit Card
1120,C77,P11,2023-05-01,unknown,North,4,60909,243636,Cash
1121,C71,P4,2023-05-02,Delhi,unknown,4,50675,202700,Debit Card
1122,C113,P20,2023-05-03,unknown,West,2,23339,46678,Credit Card
1123,C11,P5,2023-05-04,Delhi,East,1,33700,33700,Credit Card
1124,C115,P5,2023-05-05,Chennai,East,3,60683,182049,unknown
1125,C71,P16,2023-05-06,Hyderabad,South,4,36361,145444,unknown
1126,C102,P1,2023-05-07,Delhi,West,4,48285,193140,unknown
1127,C11,P1,2023-05-08,unknown,South,2,43093,86186,unknown
1128,C25,P20,2023-05-09,Mumbai,unknown,2,2368,4736,UPI
1129,C33,P9,2023-05-10,Pune,West,2,52310,104620,unknown
1130,C73,P9,2023-05-11,Bangalore,West,3,67329,201987,Debit Card
1131,C122,P6,2023-05-12,Bangalore,West,3,57365,172095,Debit Card
1132,C61,P6,2023-05-13,unknown,West,1,40395,40395,Cash
1133,C124,P11,2023-05-14,Pune,unknown,2,62653,125306,Cash
1134,C125,P20,2023-05-15,Chennai,North,4,70641,282564,Debit Card
1135,C126,P9,2023-05-16,Delhi,East,3,65277,195831,Debit Card
1136,C122,P5,2023-05-17,Hyderabad,South,2,66826,133652,unknown
1137,C128,P9,2023-05-18,Bangalore,North,1,64754,64754,Credit Card
1138,C63,P9,2023-05-19,Chennai,South,3,26337,79011,Credit Card
1139,C14,P16,2023-05-20,Chennai,unknown,1,27768,27768,Debit Card
1140,C131,P11,2023-05-21,Bangalore,unknown,3,6235,18705,unknown
1141,C132,P16,2023-05-22,Delhi,unknown,4,40246,160984,Cash
1142,C133,P5,2023-05-23,unknown,North,2,48814,97628,unknown
1143,C134,P9,2023-05-24,Bangalore,East,2,13854,27708,Credit Card
1144,C90,P20,2023-05-25,Bangalore,unknown,4,23112,92448,UPI
1145,C136,P5,2023-05-26,Bangalore,unknown,3,4696,14088,Cash
1146,C11,P27,2023-05-27,Delhi,West,1,68379,68379,unknown
1147,C91,P11,2023-05-28,Hyderabad,West,2,78092,156184,UPI
1148,C139,P9,2023-05-29,Chennai,West,4,23001,92004,Cash
1152,C140,P9,2023-06-02,Chennai,North,4,49453,197812,Cash
1154,C11,P6,2023-06-04,Pune,North,1,43315,43315,unknown
1155,C142,P9,2023-06-05,unknown,unknown,4,25778,103112,Credit Card
1156,C43,P11,2023-06-06,Pune,unknown,4,45815,183260,UPI
1157,C122,P27,2023-06-07,Hyderabad,North,4,22500,90000,Credit Card
1158,C4,P9,2023-06-08,Chennai,South,4,32256,129024,unknown
1159,C146,P20,2023-06-09,Delhi,South,4,22564,90256,unknown
1160,C11,P9,2023-06-10,unknown,South,3,3569,10707,UPI
1161,C48,P4,2023-06-11,Delhi,East,1,58712,58712,Debit Card
1162,C11,P6,2023-06-12,Hyderabad,South,4,32321,129284,unknown
1163,C64,P4,2023-06-13,Mumbai,West,1,34604,34604,Cash
1164,C151,P20,2023-06-14,Delhi,South,1,77548,77548,Cash
1165,C152,P27,2023-06-15,Delhi,East,2,28485,56970,UPI
1166,C8,P11,2023-06-16,Delhi,East,3,5312,15936,Credit Card
1167,C87,P20,2023-06-17,unknown,North,2,11537,23074,Cash
1168,C1,P11,2023-06-18,Delhi,unknown,1,57113,57113,Debit Card
1169,C21,P1,2023-06-19,Mumbai,South,3,10805,32415,Credit Card
1170,C157,P1,2023-06-20,Pune,South,2,75861,151722,Debit Card
1171,C38,P4,2023-06-21,Delhi,unknown,3,52940,158820,Debit Card
1172,C11,P4,2023-06-22,Pune,unknown,4,14743,58972,unknown
1173,C21,P1,2023-06-23,Pune,East,4,71687,286748,Debit Card
1174,C65,P1,2023-06-24,Delhi,unknown,4,38121,152484,Credit Card
1175,C5,P4,2023-06-25,Pune,unknown,2,68176,136352,Debit Card
1176,C101,P20,2023-06-26,Pune,East,1,12330,12330,Cash
1177,C104,P5,2023-06-27,Mumbai,East,1,79545,79545,Credit Card
1178,C35,P27,2023-06-28,unknown,West,1,42722,42722,UPI
1179,C77,P1,2023-06-29,Pune,North,4,12344,49376,Cash
1180,C60,P16,2023-06-30,Pune,South,4,21121,84484,Credit Card
1181,C62,P27,2023-07-01,Mumbai,unknown,2,4050,8100,Debit Card
1182,C77,P16,2023-07-02,Pune,West,1,40652,40652,Cash
1183,C106,P2,2023-07-03,Chennai,unknown,2,3914,7828,UPI
1184,C115,P1,2023-07-04,Mumbai,South,3,73531,220593,UPI
1185,C68,P9,2023-07-05,Chennai,South,4,34337,137348,UPI
1186,C68,P27,2023-07-06,unknown,East,3,52010,156030,unknown
1187,C64,P9,2023-07-07,Mumbai,South,1,67122,67122,Credit Card
1188,C136,P9,2023-07-08,Hyderabad,East,4,33756,135024,unknown
1189,C176,P9,2023-07-09,Pune,West,1,2515,2515,Credit Card
1190,C28,P2,2023-07-10,Mumbai,South,3,7380,22140,unknown
1191,C132,P5,2023-07-11,Pune,North,1,23421,23421,Debit Card
1192,C89,P16,2023-07-12,Chennai,South,2,6897,13794,UPI
1193,C73,P2,2023-07-13,Chennai,South,4,30778,123112,Credit Card
1194,C125,P9,2023-07-14,Delhi,South,1,36295,36295,UPI
1195,C125,P20,2023-07-15,Hyderabad,West,4,49262,197048,Credit Card
1196,C3,P27,2023-07-16,Pune,unknown,4,20889,83556,unknown
1197,C128,P20,2023-07-17,Chennai,South,2,30637,61274,Debit Card
1198,C5,P9,2023-07-18,Hyderabad,West,1,14047,14047,Credit Card
1199,C136,P11,2023-07-19,Mumbai,unknown,3,43800,131400,Cash
1200,C6,P5,2023-07-20,Pune,South,1,24040,24040,UPI
1201,C80,P1,2023-07-21,Hyderabad,West,2,3341,6682,Cash
1202,C73,P2,2023-07-22,unknown,East,3,5515,16545,UPI
1203,C122,P16,2023-07-23,unknown,West,3,36067,108201,Credit Card
1204,C87,P9,2023-07-24,Mumbai,North,2,67043,134086,Credit Card
1205,C113,P27,2023-07-25,Hyderabad,West,1,40667,40667,Credit Card
1206,C11,P9,2023-07-26,Hyderabad,South,1,32712,32712,unknown
1207,C133,P16,2023-07-27,Delhi,South,1,19374,19374,Debit Card
1208,C106,P20,2023-07-28,unknown,unknown,3,51196,153588,unknown
1209,C49,P5,2023-07-29,Pune,North,4,61353,245412,Debit Card
1210,C28,P11,2023-07-30,Hyderabad,West,1,59094,59094,Cash
1211,C43,P6,2023-07-31,Chennai,East,3,20061,60183,Credit Card
1212,C28,P11,2023-08-01,Bangalore,North,3,2924,8772,Credit Card
1213,C115,P4,2023-08-02,unknown,unknown,3,8687,26061,Debit Card
1214,C131,P4,2023-08-03,Delhi,South,2,21505,43010,Credit Card
1215,C63,P2,2023-08-04,Delhi,East,4,64814,259256,Cash
1216,C28,P11,2023-08-05,Bangalore,East,1,65192,65192,Debit Card
1217,C126,P4,2023-08-06,Bangalore,North,1,45632,45632,Cash
1218,C102,P1,2023-08-07,Hyderabad,unknown,3,78009,234027,Debit Card
1219,C125,P1,2023-08-08,Bangalore,unknown,1,4448,4448,UPI
1220,C25,P20,2023-08-09,Hyderabad,South,4,9131,36524,Cash
1221,C139,P16,2023-08-10,Delhi,North,2,34787,69574,Debit Card
1222,C126,P2,2023-08-11,unknown,East,4,43341,173364,Credit Card
1223,C11,P27,2023-08-12,Hyderabad,East,4,59799,239196,UPI
1224,C88,P6,2023-08-13,Chennai,South,2,5772,11544,Debit Card
1225,C55,P20,2023-08-14,Bangalore,South,4,55940,223760,Cash
1226,C105,P20,2023-08-15,Bangalore,North,1,63784,63784,UPI
1227,C126,P20,2023-08-16,Mumbai,West,3,50726,152178,Cash
1228,C61,P1,2023-08-17,Chennai,West,1,43107,43107,Debit Card
1229,C34,P1,2023-08-18,Chennai,East,1,54688,54688,unknown
1230,C60,P16,2023-08-19,unknown,West,1,11222,11222,Cash
1231,C11,P5,2023-08-20,unknown,unknown,3,6497,19491,Cash
1232,C132,P2,2023-08-21,Bangalore,unknown,3,12300,36900,unknown
1233,C220,P11,2023-08-22,Bangalore,South,1,47801,47801,Debit Card
1234,C139,P5,2023-08-23,unknown,South,2,28782,57564,Cash
1235,C48,P9,2023-08-24,Mumbai,East,4,64536,258144,UPI
1236,C11,P27,2023-08-25,Pune,South,3,57470,172410,Credit Card
1237,C8,P5,2023-08-26,Mumbai,unknown,1,49355,49355,Debit Card
1238,C59,P16,2023-08-27,unknown,unknown,1,47093,47093,unknown
1239,C142,P2,2023-08-28,Mumbai,South,2,53089,106178,Debit Card
1240,C8,P16,2023-08-29,Chennai,East,3,43841,131523,UPI
1241,C11,P27,2023-08-30,unknown,unknown,2,29336,58672,unknown
1242,C82,P27,2023-08-31,unknown,unknown,1,2639,2639,unknown
1243,C38,P11,2023-09-01,Chennai,East,2,61263,122526,Cash
1244,C231,P20,2023-09-02,Bangalore,North,3,18401,55203,UPI
1245,C101,P16,2023-09-03,Bangalore,East,1,56068,56068,Cash
1246,C49,P27,2023-09-04,Delhi,unknown,3,22837,68511,Credit Card
1247,C11,P1,2023-09-05,Delhi,East,2,32214,64428,Credit Card
1249,C55,P4,2023-09-07,Delhi,unknown,2,37751,75502,unknown
1250,C89,P2,2023-09-08,Mumbai,unknown,3,44476,133428,Cash
1251,C55,P1,2023-09-09,Delhi,West,4,52719,210876,Debit Card
1252,C238,P5,2023-09-10,unknown,South,4,38230,152920,UPI
1253,C32,P20,2023-09-11,Delhi,unknown,1,64853,64853,Credit Card
1254,C37,P20,2023-09-12,Delhi,North,4,28495,113980,Debit Card
1255,C82,P11,2023-09-13,Mumbai,North,1,7845,7845,Debit Card
1256,C21,P4,2023-09-14,unknown,South,1,1844,1844,Cash
1257,C136,P1,2023-09-15,Bangalore,West,4,55776,223104,UPI
1258,C24,P27,2023-09-16,Hyderabad,North,3,38848,116544,unknown
1259,C33,P16,2023-09-17,Bangalore,West,2,69754,139508,Cash
1261,C16,P11,2023-09-19,Pune,East,2,40111,80222,UPI
1262,C21,P5,2023-09-20,Bangalore,South,2,62594,125188,Credit Card
1263,C231,P9,2023-09-21,Chennai,East,4,73115,292460,Debit Card
1264,C63,P11,2023-09-22,Hyderabad,North,2,7544,15088,Cash
1265,C82,P5,2023-09-23,Hyderabad,East,3,27051,81153,Credit Card
1266,C60,P20,2023-09-24,Bangalore,South,3,19864,59592,unknown
1267,C122,P11,2023-09-25,Bangalore,unknown,2,72203,144406,unknown
1268,C10,P2,2023-09-26,Pune,North,2,57001,114002,Credit Card
1269,C133,P11,2023-09-27,Mumbai,West,2,38075,76150,Debit Card
1270,C5,P5,2023-09-28,Hyderabad,unknown,4,69398,277592,Cash
1271,C91,P11,2023-09-29,Mumbai,North,1,31323,31323,UPI
1272,C105,P6,2023-09-30,unknown,West,2,46757,93514,Debit Card
1273,C16,P6,2023-10-01,Chennai,West,4,78965,315860,Debit Card
1274,C71,P27,2023-10-02,Bangalore,West,3,44625,133875,Cash
1275,C102,P20,2023-10-03,Bangalore,West,2,57591,115182,Cash
1276,C11,P5,2023-10-04,Hyderabad,West,4,8695,34780,Debit Card
1277,C13,P4,2023-10-05,Pune,South,3,31887,95661,UPI
1278,C41,P2,2023-10-06,Mumbai,East,2,40479,80958,Credit Card
1279,C33,P27,2023-10-07,Pune,North,1,21737,21737,Credit Card
1280,C81,P6,2023-10-08,Hyderabad,East,1,26947,26947,Debit Card
1281,C266,P16,2023-10-09,Chennai,unknown,1,58198,58198,unknown
1282,C35,P6,2023-10-10,Mumbai,West,2,77158,154316,Cash
1283,C21,P11,2023-10-11,Bangalore,South,2,34943,69886,Cash
1284,C152,P4,2023-10-12,Bangalore,West,4,69547,278188,Credit Card
1285,C6,P9,2023-10-13,Bangalore,North,3,20605,61815,Debit Card
1286,C131,P11,2023-10-14,Hyderabad,North,4,74977,299908,Debit Card
1287,C1,P5,2023-10-15,Mumbai,East,1,49035,49035,Cash
1288,C31,P6,2023-10-16,Hyderabad,North,1,17222,17222,Debit Card
1289,C27,P5,2023-10-17,Delhi,South,2,71195,142390,Debit Card
1290,C2,P2,2023-10-18,unknown,South,2,65891,131782,Cash
1291,C50,P16,2023-10-19,Mumbai,West,1,15529,15529,Credit Card
1292,C18,P1,2023-10-20,Bangalore,North,3,16149,48447,unknown
1293,C11,P27,2023-10-21,Delhi,East,2,16629,33258,Debit Card
1294,C124,P2,2023-10-22,Hyderabad,North,3,53008,159024,unknown
1295,C11,P2,2023-10-23,Pune,South,2,9509,19018,Credit Card
1296,C31,P9,2023-10-24,unknown,North,2,43588,87176,UPI
1297,C151,P6,2023-10-25,Chennai,unknown,3,22183,66549,UPI
1298,C1,P16,2023-10-26,Bangalore,South,2,71370,142740,Credit Card
1299,C48,P11,2023-10-27,Bangalore,East,2,4028,8056,UPI
1300,C29,P11,2023-10-28,Pune,East,4,55736,222944,Cash
1301,C286,P9,2023-10-29,Bangalore,South,3,13711,41133,Cash
1302,C81,P6,2023-10-30,Bangalore,unknown,1,55983,55983,UPI
1303,C176,P20,2023-10-31,Chennai,unknown,3,40070,120210,Cash
1304,C11,P6,2023-11-01,Mumbai,South,4,21749,86996,Credit Card
1305,C34,P11,2023-11-02,Hyderabad,East,3,51809,155427,Credit Card
1306,C125,P5,2023-11-03,Delhi,North,1,73315,73315,Cash
1307,C286,P6,2023-11-04,Delhi,South,3,76949,230847,unknown
1308,C152,P5,2023-11-05,Chennai,North,1,8147,8147,Credit Card
1309,C140,P9,2023-11-06,Bangalore,North,2,21107,42214,Debit Card
1310,C33,P5,2023-11-07,Delhi,East,1,57395,57395,UPI
1311,C122,P4,2023-11-08,Pune,West,4,38838,155352,Cash
1312,C297,P1,2023-11-09,Hyderabad,unknown,3,44144,132432,Cash
1313,C238,P2,2023-11-10,Pune,North,1,71099,71099,Credit Card
1314,C87,P5,2023-11-11,Pune,South,3,19708,59124,Cash
1316,C4,P16,2023-11-13,Mumbai,unknown,2,34834,69668,Credit Card
1317,C106,P2,2023-11-14,Delhi,North,1,72095,72095,Cash
1318,C176,P27,2023-11-15,unknown,North,2,53525,107050,UPI
1319,C303,P9,2023-11-16,Delhi,unknown,1,73799,73799,Debit Card
1320,C82,P16,2023-11-17,Mumbai,unknown,1,29443,29443,Credit Card
1321,C49,P9,2023-11-18,unknown,South,3,70170,210510,UPI
1322,C11,P11,2023-11-19,Hyderabad,East,1,78214,78214,Cash
1323,C10,P11,2023-11-20,Chennai,East,4,11736,46944,Credit Card
1324,C152,P4,2023-11-21,Hyderabad,East,2,37947,75894,Debit Card
1325,C11,P5,2023-11-22,unknown,East,3,77580,232740,UPI
1326,C136,P4,2023-11-23,Delhi,South,2,4080,8160,Debit Card
1327,C41,P4,2023-11-24,Bangalore,East,2,34593,69186,Debit Card
1328,C30,P20,2023-11-25,Pune,unknown,2,2561,5122,unknown
1329,C44,P9,2023-11-26,Mumbai,South,3,30681,92043,Credit Card
1330,C314,P27,2023-11-27,Delhi,North,2,23154,46308,UPI
1331,C231,P2,2023-11-28,Mumbai,unknown,2,27133,54266,Cash
1332,C9,P9,2023-11-29,Chennai,West,1,23153,23153,unknown
1333,C101,P6,2023-11-30,Hyderabad,unknown,4,10826,43304,Cash
1334,C64,P27,2023-12-01,unknown,North,3,56234,168702,Cash
1335,C91,P2,2023-12-02,Delhi,East,1,25563,25563,Debit Card
1336,C303,P4,2023-12-03,Hyderabad,South,4,67870,271480,unknown
1337,C9,P4,2023-12-04,Mumbai,West,1,47941,47941,Credit Card
1338,C55,P6,2023-12-05,Mumbai,South,3,39549,118647,UPI
1339,C90,P4,2023-12-06,Chennai,South,3,2941,8823,Debit Card
1340,C39,P27,2023-12-07,Delhi,West,2,7324,14648,Debit Card
1341,C325,P16,2023-12-08,Pune,unknown,1,66762,66762,Cash
1342,C62,P20,2023-12-09,unknown,South,4,12920,51680,Debit Card
1343,C30,P20,2023-12-10,unknown,unknown,2,59431,118862,unknown
1344,C131,P27,2023-12-11,unknown,unknown,1,39014,39014,unknown
1345,C11,P2,2023-12-12,Bangalore,East,1,40245,40245,Debit Card
1346,C89,P1,2023-12-13,Bangalore,South,1,21001,21001,UPI
1348,C11,P1,2023-12-15,Hyderabad,unknown,3,76368,229104,unknown
1349,C3,P20,2023-12-16,Bangalore,East,1,56617,56617,UPI
1350,C10,P5,2023-12-17,Hyderabad,unknown,1,33330,33330,Debit Card
1351,C2,P5,2023-12-18,Hyderabad,South,2,13551,27102,UPI
1352,C65,P2,2023-12-19,Bangalore,South,1,70102,70102,Cash
1353,C48,P9,2023-12-20,Delhi,North,1,31733,31733,unknown
1354,C64,P1,2023-12-21,Chennai,South,1,33780,33780,unknown
1355,C11,P9,2023-12-22,Pune,unknown,1,78146,78146,Cash
1356,C122,P1,2023-12-23,Chennai,South,1,11308,11308,Cash
1357,C41,P6,2023-12-24,Mumbai,West,3,22083,66249,Cash
1358,C50,P4,2023-12-25,Mumbai,West,1,17443,17443,Credit Card
1359,C53,P11,2023-12-26,Chennai,East,2,17043,34086,Cash
1360,C4,P6,2023-12-27,Bangalore,South,1,64728,64728,unknown
1361,C97,P16,2023-12-28,Delhi,unknown,1,74982,74982,Debit Card
1362,C297,P2,2023-12-29,unknown,West,3,63909,191727,Debit Card
1363,C53,P20,2023-12-30,Chennai,South,2,58169,116338,unknown
1364,C49,P1,2023-12-31,Pune,North,3,6422,19266,Credit Card
1365,C176,P1,2024-01-01,Mumbai,North,1,32703,32703,Credit Card
1366,C3,P27,2024-01-02,unknown,South,4,75297,301188,Cash
1367,C8,P9,2024-01-03,Mumbai,West,4,929,3716,Credit Card
1368,C124,P2,2024-01-04,unknown,East,4,27436,109744,Credit Card
1369,C24,P16,2024-01-05,Delhi,East,2,42697,85394,Debit Card
1371,C136,P20,2024-01-07,Delhi,South,2,37671,75342,UPI
1372,C354,P1,2024-01-08,Chennai,South,3,70813,212439,UPI
1373,C128,P16,2024-01-09,Chennai,South,4,36648,146592,Debit Card
1375,C11,P27,2024-01-11,Bangalore,unknown,4,46279,185116,Debit Card
1376,C125,P1,2024-01-12,Chennai,West,4,68039,272156,Credit Card
1377,C106,P6,2024-01-13,Pune,unknown,4,72910,291640,Credit Card
1378,C146,P2,2024-01-14,unknown,East,1,47370,47370,Debit Card
1379,C220,P16,2024-01-15,Pune,North,1,65457,65457,unknown
1381,C132,P4,2024-01-17,unknown,North,2,5420,10840,Debit Card
1383,C55,P11,2024-01-19,Chennai,unknown,2,73539,147078,Debit Card
1384,C62,P11,2024-01-20,Bangalore,West,4,57064,228256,UPI
1385,C53,P27,2024-01-21,Chennai,East,3,31524,94572,Debit Card
1386,C113,P6,2024-01-22,Mumbai,North,3,10652,31956,Cash
1387,C27,P11,2024-01-23,unknown,West,2,13814,27628,Debit Card
1388,C113,P11,2024-01-24,unknown,North,1,56492,56492,Debit Card
1389,C45,P11,2024-01-25,Delhi,South,4,66559,266236,Debit Card
1390,C39,P9,2024-01-26,Chennai,East,3,23811,71433,unknown
1391,C231,P2,2024-01-27,Pune,unknown,4,41049,164196,unknown
1392,C371,P6,2024-01-28,Hyderabad,West,2,11718,23436,Debit Card
1393,C59,P5,2024-01-29,Mumbai,South,3,4430,13290,unknown
1394,C11,P5,2024-01-30,Chennai,West,3,75619,226857,Cash
1395,C11,P6,2024-01-31,Pune,West,3,57421,172263,unknown
1396,C33,P5,2024-02-01,unknown,unknown,1,54014,54014,UPI
1397,C3,P6,2024-02-02,Chennai,South,4,15230,60920,Debit Card
1398,C32,P5,2024-02-03,Hyderabad,South,3,36935,110805,unknown
1399,C61,P9,2024-02-04,Bangalore,West,2,35182,70364,Debit Card
1400,C73,P5,2024-02-05,Delhi,West,1,25478,25478,unknown
1403,C35,P20,2024-02-08,Hyderabad,unknown,4,14562,58248,Credit Card
